Inventario,Localizzazione,Collocazione,Tipo di documento,Autore,Titolo,Luogo,Editore,Anno,Note,ISBN,CDD,Descrizione CDD,Curatore,Traduttore,Lingua
,Polo Liceale,armadio 11,volume,Levi Primo,Il sistema periodico,Torino,Giulio Einaudi,1979,Avaiti,,,,,,
,Polo Liceale,armadio 10,volume,Levi Primo,La tregua,Torino,Giulio Einaudi,1963,[Pennarola],,8,,,,
,Polo Liceale,armadio 10,volume,Levi Primo,Se questo è un uomo,Torino,Giulio Einaudi,1963,[Pennarola],,8,,,,
,Polo Liceale,armadio 9,volume,Lezama Lima Josè,Paradiso,,Il Saggiatore,1971,,,,,,"Storchi Arrigo, Riva Valerio",
,Polo Liceale,armadio 7,volume,"Liberati A, Silverio F",organizzazione militare: esercito,,Quasar,,"Vita e costumi dei romani antichi, 5",88-85020-91-1,,,,,
,Polo Liceale,armadio 7,volume,Limentani Alberto,Alle origini della filologia romanza,,Pratiche,1991,,88-7380-136-6,,,,,
,Polo Liceale,armadio 7,volume,Limentani Alberto,Alle origini della filologia romanza,,Pratiche,1991,,88-7380-136-6,,,,,
,Polo Liceale,Armadio 7,volume,"Liotta, Gasparetto",Mondo latino : Laboratorio 1B,,Il Capitello,,Testo scolastico,9788842668077,,,,,
,Polo Liceale,Armadio 7,volume,"Liotta, Gasparetto",Mondo latino : Laboratorio 2,,Il Capitello,,Testo scolastico,9788842668084,,,,,
,Polo Liceale,Armadio 12,volume,Lisia,Per l'uccisione di Eratostene,,Simone,2005,Testo scolastico,88-244-8331-3,,,Korinthios,,
,Polo Liceale,armadio 11,volume,Livio Mario,L'equazione impossibile : come un genio della matematica ha scoperto il linguaggio della simmetria,,Rizzoli,,Avaiti,88-17-00400-6,,,,,
,Polo Liceale,armadio 8,volume,Lledò Emilio,Politica e felicità nella filosofia greca,,VideoRAI,,Filosofia e attualità - VHS,,,,,,
,Polo Liceale,armadio 10,volume,Locke John,Saggio sull'intelletto umano : Estratti,Bari,Gius. Laterza & Figli,1972,Pennarola Rotigliano,,1,,,,
,Polo Liceale,armadio 10,volume,Locke John,Locke,Milano,ISEDI,1978,Pennarola Rotigliano,,1,,De Michelis Fiorella Pintacuda,,
,Polo Liceale,armadio 10,volume,Locke John,Lettera sulla tolleranza,Castello,La nuova italia,1978,Pennarola Rotigliano,,1,,Sabetti Alfredo,,
,Polo Liceale,armadio 10,volume,Lombardi Ferruccio,"Roma : Palazzi, Palazzetti, Case : Progettoper un inventario : 1200-1870",Roma,Edilstampa,1991,[Pennarola],,720,,,,
,Polo Liceale,Armadio 6,volume,Lombardoni Alberto,Parlons de…,Bergamo,Atlas,1990,Testo scolastico,,,,,,
,Polo Liceale,Armadio 6,volume,Longhi Gabriella,"Il filo di Arianna : Narrativa, epica, scrittura, temi di attualità",,La Nuova Italia,,Testo scolastico,978-88-221-6126-0,,,,,
,Polo Liceale,Armadio 6,volume,Longhi Gabriella,"Il filo di Arianna : Poesia, Teatro, Scrittura, Temidi attualità",,La Nuova Italia,,Testo scolastico,978-88-221-6129-1,,,,,
,Polo Liceale,armadio 11,volume,Longobardi Fulvio,Moravia,,La nuova Italia,1975,Prof. Berretta,,,,,,
,Polo Liceale,armadio 11,volume,Lowry Malcolm,Sotto il vulcano,,feltrinelli,,Avaiti,88-07-83011-6,,,,,
,Polo Liceale,armadio 11,volume,Loy Rosetta,La parola ebreo,,Einaudi,,Avaiti,88-06-14542-8,,,,,
,Polo Liceale,armadio 9,volume,Lucarelli Carlo,Carta bianca,Palermo,Sellerio,,Rita Contucci,88-389-0626-2,,,,,
,Polo Liceale,armadio 9,volume,Lucarelli Carlo,Mistero in blu,,Einaudi,,,88-06-14743-9,,,,,
,Polo Liceale,armadio 9,volume,Lucarelli Carlo,Indagine non autorizzata,,Hobby & work,,,88-7133-452-3,,,,,
,Polo Liceale,armadio 11,volume,Ludlum Robert,Doppio inganno,Milano,Rizzoli,1986,Avaiti,88-17-67514-8,800,,,,
,Polo Liceale,armadio 11,volume,Ludlum Robert,Le illusioni dello scorpione,Milano,BUR,1993/1995 (c),Avaiti,,,,,,
,Polo Liceale,armadio 11,volume,Lugnani Lucio,Gozzano,,La nuova Italia,1975,Prof. Berretta,,,,,,
,Polo Liceale,armadio 5,volume,Lukas Elisabeth,L'immagine dell'uomo nella logoterapia,Roma,Centro italiano di Solidarietà,1987,,,6.168.914,DISTURBI PSICHICI. PSICOTERAPIA,,Cisar Linde,
,Polo Liceale,Armadio 12,volume,"Lukinovich, Rousset",Grammatica : corso di lingua greca,,Loescher,,Testo scolastico – Rita Contucci,88-201-0695-7,,,,,
,Polo Liceale,armadio 8,volume,Lunati Giancarlo,Elogio all'ottimismo,Milano,Edizioni di comunità,1970,Cultura e realtà 80,,,,,,
,Polo Liceale,armadio 11,volume,Luperini Romano,Slataper,Imola,La nuova Italia,1976,"Pr Berretta
collana : la nuova italia
",,8,,,,
,Polo Liceale,armadio 7,volume,"Luperini Romano, Melfi Eduardo","Neorealismo, neodecadentismo, avanguardie",Roma-Bari,Laterza,1980,Letteratura italiana laterza 65,,,,,,
,Polo Liceale,Armadio 7,volume,"Luperini, Cataldi, Marchiani, Marchese","La scrittura e l'interpretazioni : 2,II. dal barocco al romanticismo (1610-1861)",,Palumbo,,Testo scolastico,88-8020-312-6,,,,,
,Polo Liceale,Armadio 4,volume,"Luperini, Cataldi, Marchianti, Marchese",La scrittura e l'interpretazione : 3. Dal naturalismo al postmoderno,,Palumbo,2001,Testo scolastico,88-80-2-313-4,,,,,
,Polo Liceale,Armadio 12,volume,"Lupidi Sciolla Maria teresa, Sciolla laura",Matrix,,Marietti scuola,2006 [?],Testo scolastico,88-393-0125-9,,,,,
,Polo Liceale,armadio 10,volume,Lurker Manfred,Dizionario delle immagini e dei simboli biblici,Cinisello Balsamo (Mi),paoline,1987,,88-215-2018-8,0,,,,
,Polo Liceale,armadio 11,volume,Luti Giorgio,Svevo,Bologna ,La nuova Italia,1976,"Pr Berretta
collana : la nuova italia
",,8,,,,
,Polo Liceale,armadio 7,volume,Luti Giorgio,Italo Svevo,,La nuova Italia,1967,"Il Castoro, 10",,,,,,
,Polo Liceale,armadio 10,volume,M. Lenchantin De Gubernatis,Il libro di catullo ,Torino,Vincenzo Bona,1952,Pennarola Rotigliano,,870,,,,
,Polo Liceale,armadio 11,volume,Maalouf Amin,Gli scali del Levante,,Bompiani,1997,Avaiti,88-452-3085-6,,,,,
,Polo Liceale,armadio 11,volume,Macbride Stuart,La casa delle anime morte,,Newton Compton,,Avaiti,978-88-541-2389-2,,,,,
,Polo Liceale,armadio 11,volume,Macchiavelli Loriano,Sui colli all'alba,,Einaudi,,Avaiti,978-88-06-16583-3,,,,,
,Polo Liceale,armadio 11,volume,Macchiavelli Loriano,Sarti Antonio: caccia tragica,,Einaudi,,Avaiti,978-88-06-19934-0,,,,,
,Polo Liceale,armadio 6,volume,Machiavelli Niccolò,Il Principe,Milano,Bur,1994, ,88-17-12037-5,8,,,,
,Polo Liceale,armadio 6,volume,Machiavelli Niccolò,Discorsi sopra la prima deca di tito livio,Milano,Bur,2000,introduzione di Gennaro Sasso; premessa al testo e note di Giorgio Inglese,88-17-12475-3,8,,,,
,Polo Liceale,armadio 6,volume,Machiavelli Niccolò,Il Principe e Discorsi,Milano,Feltrinelli economica,1977,Introduzione di Giuliano Procacci,,8,,Bertelli Sergio,,
,Polo Liceale,armadio 11,volume,Macchioni Jodi Rodolfo,Cassola,,La nuova Italia,1977,Prof. Berretta,,,,,,
,Polo Liceale,armadio 7,volume,Macchioni Jodi Rodolfo,Carlo Cassola,,La nuova Italia,1967,"Il Castoro, 1",,,,,,
,Polo Liceale,armadio 11,volume,Maccormick Alex,Gli squali assassini,,Newton Compton,2004,Avaiti,88-451-0079-X,,,,,
,Polo Liceale,armadio 11,volume,Machiavelli Niccolò,Mandragola. Clizia,,Mursia,,Russo Francesca,88-425-0365-7,,,,,
,Polo Liceale,armadio 10,volume,Machiavelli Niccolò,Il principe,Bergamo,Fabbri ,1997,Pennarola Rotigliano,,8,,,,
,Polo Liceale,armadio 11,volume,Mackal Roy P.,Alla ricerca degli animali misteriosi : introduzione alla criptozoologia,Bologna,Zanichelli,1980,Avaiti,88-08-06186-8,,,,,
,Polo Liceale,armadio 8,volume,Madera Romano,L'animale visionario : elogio del radicalismo,,Il Saggiatore,,,88-428-0704-4,,,,,
,Polo Liceale,armadio 11,volume,Mafai Miriam,Dimenticare berlinguer : la sinistra italiana e la tradizione comunista,,Donzelli,,Avaiti,88-7989-291-6,,,,,
,Polo Liceale,armadio 11,volume,Maffia Serena,La casa di gesso,Roma,Fabio Croce,,Russo Francesca,8889337095,850,,,,
,Polo Liceale,armadio 11,volume,Maffia Serena,Lezioni di fotografia,Roma,Lepisma,2003,Russo Francesca,88-7537-001-X,[850],,,,
,Polo Liceale,armadio 11,volume,Maffia Serena,Sradicherei l'albero intero,Roma,Lepisma,,Russo Francesca,88-7537-0665,[850],,,,
,Polo Liceale,Armadio 7,volume,"Magliozzi, Attalienti, Cotroneo",Spazi e testi letterari,,Fratelli Ferraro editori,2005,Testo scolastico,88-7276-583-8,,,,,
,Polo Liceale,armadio 5,volume,"Majocchi Luigi Vittorio, Rossolillo Francesco",Il Parlamento europeo : significato storico diun'elezione,Napoli,Guida,,,88-7042-210-0,341.02.00,ORGANIZZAZIONE INTERNAZIONALE,,,
,Polo Liceale,Armadio 5,volume,"Malara Anna, Sacchi Valentina",Cittadini verso il 2000 : corso di educazione civica,Napoli,Derva,1983,Testo scolastico,,,,,,
,Polo Liceale,armadio 5,volume,Malgeri Francesco,I cattolici dall'Unità al Fascismo : momenti e figure,,Parallelo 38,1983,,,,,,,
,Polo Liceale,armadio 4,volume,Malinconico Alfonso,Radici della cultura europea occidetale,,,,DA VERIFICARE se scartare,,,,,,
,Polo Liceale,armadio 8,volume,Malusa Luciano,Storia del pensiero occidentale : 3. Dall'Umanesimo alla Contoriforma,Milano,Marzorati,1975,Vol 3,,,,,,
,Polo Liceale,armadio 7,volume,Manacorda Giuliano,Letteratura nella storia : saggi critici dall'Ottocento ai Contemporanei,Caltanissetta-Roma,Salvatore Sciascia,1989,Vol 2,,,,,,
,Polo Liceale,armadio 6,volume,Mancinelli Laura,I dodiciabati di Challant,,Einaudi,1998,Ettore Scaini,88-286-0374-7,,,,,
,Polo Liceale,Armadio 4,volume,Mancini Ugo,Il mondo i fatti le idee 1,Firenze,Emmebi,2007,Testo scolastico,978-88-89999-14-1,,,,,
,Polo Liceale,Armadio 4,volume,Mancini Ugo,Il mondo i fatti le idee 2,Firenze,Emmebi,2007,Testo scolastico,978-88-89999-15-8,,,,,
,Polo Liceale,Armadio 4,volume,Mancini Ugo,Il mondo i fatti le idee 3,Firenze,Emmebi,2007,Testo scolastico,978-88-89999-16-5,,,,,
,Polo Liceale,armadio 7,volume,Mancioli Danila,Giochi e spettacoli,,Quasar,,"Vita e costumi dei romani antichi, 4",88-85020-88-7,,,,,
,Polo Liceale,armadio 11,volume,Manfredi Valerio Massimo,L'ultima legione,,Mondadori,,Avaiti,88-04-52118-X,,,,,
,Polo Liceale,armadio 6,volume,Mann Thomas,Tonio Kroger ; Tristano ; Cane e padrone,,A. Mondadori,1987,,88-04-29946-0,,,Levi Minzi Luciana,,
,Polo Liceale,armadio 6,volume,Mann Thomas,Tonio Kroger,,Mondadori,,,88-04-37639-2,,,,,
,Polo Liceale,armadio 11,volume,Mansfield Katherine,Alla baia e altri racconti,Milano,Il sole 24 ore,2011,collana : i libri della domenica - 9,,8,,,,
,Polo Liceale,armadio 7,volume,Manzoni Alessandro,I promessi sposi,,La nuova Italia,,,88-221-0808-6,,,"Gherarducci Isabella, Ghidetti Enrico",,
,Polo Liceale,armadio 7,volume,Manzoni Alessandro,I promessi sposi,,,,,88-268-0534-2,,,"Brasioli Alberto, Carenzi Daria, Acerbi Clemi, Camisasca Franco",,
,Polo Liceale,armadio 7,volume,Manzoni Alessandro,I promessi sposi,,Mursia,1988,,,,,"Fedi Roberto, Gaiffi Vasco ",,
,Polo Liceale,armadio 7,volume,Manzoni Alessandro,I promessi sposi : riassunti e temi di L. Lipparini e F. Forti,Bologna,G. Malipiero,1960,,,,,,,
,Polo Liceale,armadio 7,volume,Manzoni Alessandro,Opere,,Mursia,1965-1968,Collana “Le Corone”,,,,Caretti Lanfranco,,
,Polo Liceale,Armadio 6,volume,Manzoni Alessandro,I promessi sposi,,Petrini,,Testo scolastico,978-88-595-0393-4,,,"Jacomuzzi Vincenzo, Dugher Attilio",,
,Polo Liceale,armadio 9,volume,Marai Sandor,La recita di Bolzano,,Adelphi,,,88-459-1529-8,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,Le braci,,Adelphi,,,88-459-1373-2,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,"Terra, terra!...",,Adelphi,,,88-459-1980-3,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,L'eredità di Eszter,,Adelphi,,,88-459-1455-0,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,Truciolo,,Adelphi,,,88-459-1740-1,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,La sorella,,Adelphi,,,88-459-2061-5,,,,,
,Polo Liceale,armadio 9,volume,Marai Sandor,Divorzio a Buda,,Adelphi,,,88-459-1703-7,,,,,
,Polo Liceale,armadio 11,volume,Maraini Dacia,L'eta del malessere : Donne mie,Milano,Giulio Einaudi Editore,1994,,,8,,,,
,Polo Liceale,armadio 9,volume,Maraini Dacia,bagheria,,Rizzoli,,,88-17-66476-6,,,,,
,Polo Liceale,Armadio 5,volume,"Marchese, Mancini, Greco, Assini",Stato e società : dizionario di educazione civica,,La Nuova Italia,1998,Testo scolastico,88-221-2970-9,,,,,
,Polo Liceale,armadio 11,volume,Marchi Cesare,Grandi peccatori grandi cattedralo,,Rizzoli,,Avaiti,88-17-53450-1,,,,,
,Polo Liceale,armadio 10,volume,Marco Tullio Cicerone,"La prima orazione contro catilina : Testo, costruzione, versione libera e argomenti",Roma,Dante Alighieri,1975,Pennarola Rotigliano,,870,,,,
,Polo Liceale,armadio 10,volume,Marco Valdo Marziale,Epigrammi,Milano,Rizzoli,1996,Pennarola Rotigliano vol 1-2,88-17-17078-X,870,,,,
,Polo Liceale,armadio 8,volume,Marcuse Herbert,Eros e civiltà,,Einaudi,,,88-06-04580-6,,,,,
,Polo Liceale,armadio 4,volume,Mariani Anna Marina,Valutare gli insegnanti,,La Scuola,1991,,88-350-8469-5,371.01.00,INSEGNAMENTO E PERSONALE DOCENTE,,,
,Polo Liceale,armadio 11,volume,"Mariani Gaetano, Petrucciani Mario",Letteratura italiana contemporanea : 1. Il novecento (prima parte),,La scuola,1999,Viviana bombonati,,,,,,
,Polo Liceale,armadio 9,volume,Marias Javier,Domani nella battaglia pensa a me,,Einaudi,,,88-06-14510-X,,,,,
,Polo Liceale,armadio 6,volume,Marino Giuseppe,Famiglia un'impresa riscoperta dala politica,Milano,Periodici San Paolo S.r.l.,2003,Collana: dossier famiglia cristiana,,3,,,,
,Polo Liceale,Armadio 5,volume,"Marinoni, Cassinotti, Airoldi",La domanda dell'uomo,,Marietti,,Testo scolastico,88-393-0004-X,,,,,
,Polo Liceale,Armadio 5,volume,"Marinoni, Cassinotti, Airoldi",Andare oltre,,Marietti,,Testo scolastico,88-393-0073-2,,,,,
,Polo Liceale,Armadio 12,volume,"Mariotti Alberta, Sclafani Maria Concetta, Stancanelli Amelia","Petali verdi : Pagine di autori italiani e stranieri : saggio, articolo, lettera, cinema",Firenze,G. D'Anna,2006,Testo scolastico,978-88-8104-840-3,,,,,
,Polo Liceale,Armadio 12,volume,"Mariotti Alberta, Sclafani Maria Concetta, Stancanelli Amelia","Petali Azzurri: pagine di autori italiani e stranieri : poesia, canzone, teatro",Firenze,G. D'Anna,2006,Testo scolastico,978-88-8104-839-7,,,,,
,Polo Liceale,Armadio 12,volume,"Mariotti Alberta, Sclafani Maria Concetta, Stancanelli Amelia","Petali rossi : pagine di autori italiani e stranieri : fiaba, favola, novella/racconto, romanzo",Firenze,G. D'Anna,2006,Testo scolastico,978-88-8104-837-3,,,,,
,Polo Liceale,Armadio 12,volume,"Mariotti Alberta, Sclafani Maria Concetta, Stancanelli Amelia",Strumenti per l'insegnante,Firenze,G. D'Anna,2006,Testo scolastico,88-8321-353-X,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,Il generale nel suo labirinto,,A. Mondadori,,,88-04-31294-7,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,Dell'amore e di altri ricordi,,A. Mondadori,,,88-04-38682-7,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,Cent'anni di solitudine,,Feltrinelli,1968/1974,"Collana “I narratori di Feltrinelli, 132”",,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,La mala ora,,Feltrinelli,1970,"Collana “I narratori di Feltrinelli, 175”",,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,L'autunno del patriarca,,Feltrinelli,1975,"Collana “I narratori di Feltrinelli, 236”",,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,La incredibili e triste storia della candida Erendira e della sua nonna snaturata,,Feltrinelli,1973,"Collana “I narratori di Feltrinelli, 211”",,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,L'amore ai tempi del colera,,Mondadori,,,88-04-32021-4,,,,,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,I funerali della Mama Grande,,Mondadori,1989,Collana “Oscar Narrativa”; Puccini Dario (introduzione),,,,,Cicogna Enrico,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,La mala ora,,Mondadori,1985,Collana “Oscar Narrativa”; Morino Angelo (introduzione),,,,,Cicogna Enrico,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,Nessuno scrive al colonnello,,Mondadori,1989,Collana “Oscar Narrativa”; Puccini Dario (introduzione),,,,,Cicogna Enrico,
,Polo Liceale,armadio 9,volume,Marquez Gabriel Garcia,Racconto di un naufrago,,Mondadori,,,88-04-39256-8,,,,,
,Polo Liceale,armadio 10,volume,Martinelli Franco,Storia della Cina,Milano,De Vecchi,1967,,,950,,,,
,Polo Liceale,Armadio 12,volume,Martino Pasquale,Autori latini : profili e letture per i trienni superiori,Firenze,Giunti,1994,Testo scolastico,88-09-20437-9,,,,,
,Polo Liceale,armadio 10,volume,"Marx Karl, Engels Friedrich",Manifesto del partito comunista,Milano,Mursia & C.,1997,"Testo Tedesco-Italiano
Pennarola Rotigliano",88-425-0468-8,1,,,,
,Polo Liceale,armadio 6,volume,"Masri, Mubiayi, Qifeng, Scego",Amori bicolori,,Laterza,2008,,978-88-420-8578-2,,,,,
,Polo Liceale,armadio 7,volume,Mastrini Francesco,La Medea di Porta medina,,Lucarini,,,88-7033-287-X,,,Reim Riccardo,,
,Polo Liceale,armadio 11,volume,Matvejevic Predrag,Mediterraneo : un nuovo breviario,,Garzanti,,Avaiti,88-11-59862-1,,,,,
,Polo Liceale,armadio 11,volume,Mauri Paolo,Malerba,,La nuova Italia,1977,Prof. Berretta,,,,,,
,Polo Liceale,armadio 11,volume,Mauro Walter,Sciascia,Firenze,La nuova Italia,1977,"Pr Berretta
collana : la nuova italia
",,8,,,,
,Polo Liceale,armadio 11,volume,Mazzali Ettore,Pirandello,Firenze,La nuova Italia,1977,"Pr. Berretta
a cura di Ettore Mazzali
collana : la nuova italia",,8,,,,
,Polo Liceale,armadio 11,volume,Mazzarino Santo,Il pensiero storico calssico,Roma-Bari,Laterza,1974,Lilia,,180,,,,
,Polo Liceale,armadio 11,volume,Mazzarino Santo,Il pensiero storico Classico,Roma-Bari,Gius. Laterza & Figli S.p.a.,1974,Pr.Berretta,,9,,,,
,Polo Liceale,armadio 9,volume,Mazzini Giuseppe,Scritti letterari : con un saggio di Enrico Nencioni,Milano,Istituto editoriale italiano,,Collana “Costruire”,,,,,,
,Polo Liceale,armadio 9,volume,Mazzucco Melania G.,Vita,,Rizzoli,,,88-17-87162-1,,,,,
,Polo Liceale,armadio 9,volume,Mc Garth Patrick,Martha Peake : un romanzo della rivoluzione,,Bompiani,,,88-452-4705-8,,,,,
,Polo Liceale,armadio 10,volume,McCaffery Larry,Schegge d'america : Nuove avanguardie letterarie,Roma,Fannucci,2003,G. Bisecco,88-347-0945-4,8,,,,
,Polo Liceale,armadio 10,volume,McCarthy Elaine Clark,Il falconiere,Milano,Arnoldo Mondadori,1996,Pennarola Rotigliano,88-04-41038-8,8,,,,
,Polo Liceale,armadio 9,volume,McCourt Frank,"Che paese, l'America",,Adelphi,,,88-459-1557-3,,,,,
,Polo Liceale,armadio 9,volume,McGrath Patrick,Follia,,Adelphi,1998,,88-459-1360-0,,,,,
,Polo Liceale,armadio 11,volume,McNab Andy,Bersaglio in movimento,,R.L. Libri,,Avaiti,88-462-0361-5,,,,,
,Polo Liceale,armadio 9,multimediale,Melograni Piero,La guerra degli italiani 1940 – 1945,,Istituto Luce,2004,1 Vol + 4 DVD; 9 copie,,900,,,,
,Polo Liceale,armadio 11,volume,Memmo Francesco Paolo,Pratolini,Imola,La nuova Italia,1977,Pr Berretta; collana : la nuova italia,,8,,,,
,Polo Liceale,armadio 9,volume,Mendoza Eduardo,Nessuna notizia di Gurb,,Feltrinelli,,,88-07-81223-1,,,,,
,Polo Liceale,Armadio 12,volume,"Menghi Martino, Gori Massimo",Voces Maiorum : antologia di autori latini,,Bruno Mondadori,1995,Testo scolastico,88-424-4133-3,,,,,
,Polo Liceale,Armadio 12,volume,"Menghi Martino, Marsilio Marina",L'attività culturale in Roma antica : storia e testi : dalle origini all'età di Cesare,Milano,G. Principato,2003,Testo scolastico,88-416-2172-9,,,,,
,Polo Liceale,Armadio 12,volume,"Menghi Martino, Marsilio Marina",L'attività culturale in Roma antica : storia e testi : dall'età di Traiano alla fine del mondo antico,Milano,G. Principato,2003,Testo scolastico,88-416-2173-7,,,,,
,Polo Liceale,Armadio 12,volume,"Menghi Martino, Marsilio Marina",L'attività culturale in Roma antica : storia e testi : dalle origini all'età di Cesare,Milano,G. Principato,2003,Testo scolastico,88-416-2174-5,,,,,
,Polo Liceale,Armadio 7,volume,"Menghi Martino, Savino Ezio",Testi d'autore,,APE Mursia,[1985],Testo scolastico,,,,,,
,Polo Liceale,Armadio 12,volume,Merli Elena,Le chiavi di Roma : testi e civiltà,Firenze,Le Monnier,2005,Testo scolastico,88-00-42325-6,,,,,
,Polo Liceale,armadio 11,volume,Messori Vittorio,Opus Dei,,A. Mondadori,1994,Avaiti,88-04-37411-X,,,,,
,Polo Liceale,armadio 9,volume,Metter Izrail,Genealogia,,Einaudi,1994,,88-06-13082-X,,,,,
,Polo Liceale,armadio 5,volume,Meyer Eduard,Storia e antropologia,,Guida,1990,,88-7835-014-1,,,Giammusso Salvatore,,
,Polo Liceale,armadio 9,volume,Meyrink Gustav,Il golem e altri racconti,,Newton Compton,,,88-7983-469-X,,,,,
,Polo Liceale,armadio 11,volume,Miccinesi Mario,palazzeschi,,La nuova Italia,1974,Prof. Berretta,,,,,,
,Polo Liceale,armadio 5,volume,Michel Henri,La seconda guerra mondiale,,Newton Compton,1993,,88-7983-381-2,940.53.00,Storia d'Europa. Seconda guerra mondiale,,,
,Polo Liceale,armadio 7,volume,Mila Massimo,Breve storia della musica,,Einaudi,,,88-06-13381-0,,,,,
,Polo Liceale,armadio 7,volume,Mila Massimo,Breve storia della musica,,Einaudi,,,88-06-13381-0,,,,,
,Polo Liceale,armadio 7,volume,Mila Massimo,Breve storia della musica,,Einaudi,,,88-06-13381-0,,,,,
,Polo Liceale,armadio 7,volume,Mila Massimo,Breve storia della musica,,Einaudi,,,88-06-13381-0,,,,,
,Polo Liceale,Armadio 12,volume,"Mineo Nicolò, Cuccia Domenico, Melluso Leda","La divina commedia: testi, strumenti, percorsi",Palermo,Palumbo,1996,Testo scolastico – Rita Contucci,88-8020-130-1,,,,,
,Polo Liceale,Armadio 5,volume,Ministero dei lavori pubblici,Nuovocodice della strada,,Difi,1994,Testo scolastico,,,,,,
,Polo Liceale,armadio 6,volume,Mittner Ladislao,Storia della letteratura tedesca : 3.2. Dal realismo alla sperimentazione (1820-1970) ; Dal fine secolo alla sperimentazione (1890-1970),,,,Tomo 2,88-06-02071-4,,,,,
